gsp_id,latitude,longitude,gsp_name
0,54.08963881116971,-2.6122022827776883,National
1,50.44003470305086,-3.7644377670781655,ABHA1
2,56.3192750619218,-3.4005265575652954,ABNE_P
3,51.43808422153952,-3.351979688212789,ABTH_1
4,51.533269144562354,-0.3157650310809993,ACTL_2|CBNK_H|GREE_H|PERI_H|WESA_H
6,57.75549669518062,-4.178391894854555,ALNE_P
7,51.652056665534985,-2.890109160760172,ALST_3|USKM_1
8,50.89395266240477,-4.110539453458316,ALVE1
9,51.74264297361287,-0.864301464578411,AMEM_1
10,56.56654926615298,-2.667786966312724,ARBR_P
11,56.22816997193032,-4.960161517298736,ARDK_P|CLAC_P
12,57.53533727961834,-7.2236788637545715,ARMO_P|HARG_P
13,50.820703364444284,-2.876030976034496,AXMI1
14,55.43273942174891,-4.624768712720423,AYRR
15,55.8915872812244,-3.703436600447116,BAGA
16,56.042403093423474,-3.754431978942535,BAIN
18,57.51454892311517,-4.617054339361116,BEAU_P|ORRI_P
19,51.42397872657573,-0.027748397859061,BEDDT1
20,51.33189227515629,-0.0771327222108515,BEDD_1
21,57.47959121743924,-2.9222497001735888,BERB_P|CAIF_P|DALL_P|GLEF_P|KEIT_P
22,55.76050554174962,-2.094284831012337,BERW
23,52.28402572798036,-1.5300003135261755,BESW_1
24,53.07687651725219,-0.2217793420288265,BICF_1
25,53.3547747668358,-3.0688264873995927,BIRK_1
26,52.22223486449433,-3.137423634034209,BISW_1
26,52.218210486691085,-2.6388425710203234,BISW_1
27,55.130353424616295,-1.71739791603742,BLYTB1
28,55.42130656128855,-1.88347527144236,BLYTH132
29,57.15923259629592,-3.9094329206912057,BOAG_P
30,51.01810554514916,-0.2669587177601674,BOLN_1
31,56.01150121375814,-3.9589387860707377,BONN
32,50.932659849232486,-1.2398385948907358,BOTW_1
33,56.25689506591387,-3.977882092684554,BRAC_P
34,51.86532201830162,0.5603360755242933,BRAI_1
35,55.869757049299885,-4.3884103309186,BRAP
36,53.96584698431661,-1.950421301061712,BRAW_1
37,53.39178644286348,-2.126037872820505,BRED_1
38,52.21736801391653,1.065407415162818,BRFO_1|CLT03
39,56.82360684952351,-2.726790559822077,BRID_P
40,51.67891012759227,-0.1057445854490665,BRIM_1
40,51.6181537622486,0.0660581392933832,BRIM_1
41,51.2711326256448,-1.048962512335477,BRLE_1|FLEE_1
42,57.2849964408419,-5.6881020235846975,BROA_P
43,58.08694262909074,-3.9084399636570137,BROR_P
44,55.96264228105149,-3.4422801137604324,BROX
45,51.103787857246274,-2.873443982096036,BRWA1
46,56.44461518236795,-3.69025706987644,BUMU_P
47,52.25128645739629,0.2349911359045244,BURM_1
48,52.74320263427347,-2.128998354753404,BUSH_1
49,52.56346311284605,-1.9296895722285088,BUST_1
50,55.55268476912986,-5.467038477601815,CAAD_P
51,54.96070762929567,-3.979584796675848,CAFA|EAST|GLLE|KEOO|TONG1
52,53.66359639249208,-0.8540387999983555,CAMB_01
54,53.214993915153045,-2.8633970457080498,CAPEA1
55,51.521578313274645,-3.144648783670445,CARE_1
56,53.426850831484536,-2.368941781229396,CARR_1
57,58.3775531200614,-4.852959586899145,CASS_P
58,55.845568861706695,-4.175942637422767,CATY
59,57.187120709543166,-4.91258681841331,CEAN_P
60,52.981387004123285,-2.172016223579702,CELL_1
60,53.07845990543253,-2.495170720446052,CELL_1
61,55.19997176174613,-3.170828005427345,CHAP
62,56.47283529998964,-3.0893194464614786,CHAR_P
63,55.84914607867533,-4.263643527013163,CHAS
64,50.72235299664698,-2.491506552254701,CHIC_1
65,51.37819973393606,-0.3318259076456736,CHSI_1
66,53.178759730003904,-1.3162600064879608,CHTE_1
67,51.52034386329344,-0.0957268414743094,CITR_1
68,57.14104595830874,-2.0859741958695146,CLAY_P
69,55.8156815300479,-4.141655483707306,CLYM
70,55.86154651070265,-4.018212307211565,COAT
71,55.91200338388031,-2.8415726656253857,COCK
72,53.18688507343416,-3.289880929932956,CONQA1|SASA
73,56.66069491701603,-3.4489055801283204,COUA_P
74,52.407262206789206,-1.2735773611999002,COVE_1
76,55.40395704597853,-4.228795907145929,COYL
77,57.09475394025554,-2.2389219880991167,CRAI_P
78,53.93245176565361,-0.4944843176701637,CREB_1
79,55.78421905508972,-4.430459875753335,CROO
80,55.943139910088185,-3.960080396349294,CUMB
81,56.32726447421096,-2.9934193164602867,CUPA
82,55.88668046195203,-3.308107345331979,CURR
83,55.84289581293601,-4.203789814834065,DALM3
84,55.93603990080797,-4.715447969500993,DEVM
85,56.13995027756638,-3.725603863196994,DEVO
86,55.96129888348883,-3.209001483336107,DEWP
87,58.39108295190545,-4.140664410968807,DOUN_P
88,52.78993909654729,-1.6084944671620496,DRAK_1
89,53.77760076193877,-1.0015010400119273,DRAX_1
90,55.910914700020655,-3.564974707905877,DRCR
91,55.9619374690876,-4.370450430997814,DRUM
92,58.300274463375466,-3.437838822154408,DUBE_P
93,56.46420392126056,-2.972629194693173,DUDH_P|GLAG_P
94,57.42968010443356,-6.388675642906801,DUGR_P
95,55.17109924756093,-3.7983736330955846,DUMF
96,55.96855072667777,-2.5622141208522926,DUNB
97,56.0898723370042,-3.533086910086749,DUNF|TOWH
98,55.94195100651785,-5.107136179876156,DUNO_P
99,57.311027166682045,-2.110263770286504,DYCE_P
100,51.49551579528853,-0.3157262119983987,EALI_6
101,52.28984780451592,-0.2135772009589333,EASO_1
102,55.70020848294969,-2.4151083635262784,ECCL
103,52.094114235568256,-1.341495827096136,ECLA_1
103,52.04407024462882,-0.9917591600360915,ECLA_1
104,55.91574449635738,-4.124130618913632,EERH
105,55.75007418134042,-4.1733927702792535,EKIL
106,55.745557653631664,-4.178087759195965,EKIS
107,55.82987872949272,-4.453568311512495,ELDE
108,57.64452734903144,-3.2841024936735304,ELGI_P
109,53.65780743780062,-1.8663007762618165,ELLA_1
110,51.70652345319911,-0.3451233050755009,ELST_1
111,52.65677012118319,-1.240092363452339,ENDE_1
112,55.903472548868926,-4.494342900787294,ERSK
113,50.81638962477598,-3.458750444375182,EXET1
114,57.31496175811048,-4.898012883204954,FASN_P
115,57.14603358214549,-4.656416248502616,FAUG_P
116,50.7129739959324,-1.332675422002259,FAWL_1
117,52.08746757100222,-1.8337040208784512,FECK_6
118,53.66384792517516,-1.3030581429680737,FERRA2
119,53.82816173028301,-1.3281344019051804,FERRB_M
120,57.204697206878045,-2.4488425110168666,FETT_P|KINT_P|ROTI3
121,56.89470960481083,-2.4175087840265825,FIDD_P
122,53.28588192966387,-2.476146187912803,FIDF_1
123,55.872140595681046,-4.282805922783608,FINN
124,55.02297360872444,-2.2361487939179963,FOUR_1
125,57.66044236166501,-2.021001791579356,FRAS_P
126,53.29765671548889,-2.6876337334622007,FROD_1
127,56.798842984562775,-5.4050963695456575,FWIL_P
128,55.58765540777771,-2.9379283485566323,GALA
129,55.74135125585799,-4.304520690845036,GIFF
130,54.907458748636685,-4.939511958400402,GLLU
131,56.08916422150235,-3.2246468299614595,GLNI
132,56.222839422958025,-3.193192334618268,GLRO
133,55.93537672678055,-3.2246548093564167,GORG
134,55.85370802768959,-4.317436318186466,GOVA
135,52.46109331084557,-0.7637682338776014,GREN_1
135,52.15381331392555,-0.491219615785168,GREN_1
136,53.58529107681711,-0.2089950820378724,GRIW_1
137,55.98016982821149,-3.658962245294147,GRMO
138,57.80155030201858,-5.217541988954003,GRUB_P
141,55.82584775435126,-4.278526731148746,HAGR
