gsp_id,latitude,longitude,gsp_name
142,52.61684164169761,-1.621771198299554,HAMHC1
142,52.44550740524346,-1.747241882466772,HAMHC1
144,54.68603767111161,-1.3125904475262942,HARM_6
145,55.40888213233925,-2.6773829603585413,HAWI
146,54.81581929060662,-1.4065193341718367,HAWP_6
147,56.0313584776422,-4.763701335171755,HELE
148,54.03866304702577,-2.748401113679249,HEYS_1|HEYS1|ORMO
149,55.72382887508881,-4.904417268325636,HUER
150,51.44072071933742,0.0518550664711497,HURS_1
151,51.55591553466697,-3.0367335598732823,IMPK_1
152,50.3167835833021,-5.061421841784735,INDQ1
153,56.03189881775121,-3.3966823424603887,INKE
154,57.35062673343309,-4.253720985536926,INNE_P
155,51.64840508069375,-2.324453575126409,IROA1
155,51.46624676423872,-2.574953488216825,IROA1
156,52.60537243032258,-2.5411836677776125,IRONB1
158,51.543169185419735,-0.566394097419753,IVER_1|IVER_6
159,55.84999133191136,-4.626730240376302,JOHN
160,53.32306745449083,-1.5191584087207934,JORD_3
161,55.73047080939333,-3.238923427768668,KAIM
162,53.46028247255899,-0.3805384522739808,KEAD_1
164,51.34465156381733,0.7930716816530833,KEMS_1
165,53.5392805302744,-2.9760007670182578,KIBY_1
166,53.56372082246288,-2.804156923236324,KIBY_G|WASF_1
167,55.95804491040866,-4.254273719106542,KIER
168,56.45962307909881,-4.3639703302012665,KIIN_P
169,55.93563467701252,-4.410811645157029,KILB
170,55.57244426819291,-4.4769348576630215,KILS
171,55.66068922619456,-4.516479561360269,KILT
172,55.61304657333313,-4.653413827220577,KILW
173,56.703505808461344,-5.014492347940253,KINL_P
174,51.378693056645226,0.4680305065724106,KINO_1
175,53.78872571274187,-1.591567835676376,KIRKB1
176,52.415411912058254,-1.973391513124268,KITW_1
177,54.13675274451247,-1.457047803593595,KNAR
178,54.51692060313737,-0.9847845510069452,LACK_6
179,58.04642785687051,-4.471866129054875,LAIR_P
180,51.43164278475418,-0.5028806852001696,LALE1SG003
181,50.48187037711092,-4.300647661572879,LAND1
182,52.776473151621474,-3.1562080891306343,LEGA_1
183,56.22810924657775,-2.8675414971869078,LEVE
184,55.85131823529628,-3.474282752958459,LING
185,55.58044607836345,-3.7114292705420806,LINM
186,53.37636760583304,-2.9154472446484907,LISD_1
187,51.45828588213486,0.1736645348777072,LITT_C
188,51.42926478053647,0.1999691071429493,LITT_J
189,51.53448115032013,-0.1691472755187842,LODR_6
190,51.60830366944523,-0.7243233649827464,LOUD_H
191,50.868899338669735,-0.8527120094014068,LOVE_1
192,56.720938174532506,-2.9845559449195616,LUNA_P
193,56.4922133827639,-3.00781949010967,LYND_P
194,53.247914793516266,-2.111644369218065,MACC_3
195,57.64755649324516,-2.517342213787846,MACD_P
196,51.62156306398633,-3.620648320050625,MAGA_6
197,50.90026284126791,-1.9877317396203236,MANN_1
198,55.209843502483096,-4.712057209617576,MAYB
199,51.3894611951409,-2.362164376108041,MELK_1
199,51.34244019969087,-1.9975980682779744,MELK_1
200,56.51112917951864,-2.8730117905540578,MILC_P
201,51.60221923995464,-0.2202059349169666,MILH_1
202,51.67644821808259,-1.7957390076491533,MITY_1
203,58.3505390784021,-3.362486355461462,MYBS_P
204,57.34713709732948,-3.7573746151069423,NAIR_P
205,55.81064351193535,-3.784821092780125,NEAR
206,52.48974521622274,-1.8394873614703469,NECE_1
207,53.41454904806944,-1.590628958178956,NEEP_3
208,54.93917959522585,-4.479507868708184,NETS
209,51.476935076962576,-0.0663325224126192,NEWX_6
210,51.26072929386029,0.2180801836745549,NFLE
211,51.49436068024746,-0.4058729212742286,NHYD_6
212,50.96248222598064,0.3476876957142052,NINF_1
213,53.361977534810514,-1.5253870446821265,NORL_3
214,52.66983024710022,1.3159754338251402,NORM_1|SALL1
215,54.36941635435938,-1.6732221221457353,NORT_1
216,51.00809482534686,-1.4609379485947775,NURS_1
217,52.53760983928634,-2.023902699019802,OCKH_1
218,54.882229423686695,-1.4531939744570876,OFFE_3
219,52.49518055864501,-2.033314448304375,OLDB_1
220,54.21508577099037,-0.8126132522501774,OSBA_1
221,53.93377569502945,-2.3224864358978228,PADIB1
222,55.84558146428335,-4.423040673643031,PAIS
223,55.87743430376131,-4.31856020297157,PART
224,57.51658282359483,-1.8635519663425164,PEHG_P
226,51.99912460431608,0.413630040198398,PELH_1
227,51.824136594999246,-4.944955892936567,PEMB_1
228,53.79971218214435,-2.6298343227434176,PENE_1
229,52.52376241761541,-2.1910095041691084,PENN_1
230,53.14740219478101,-3.889203060834253,PENT_1
231,53.76545633186793,-2.814091515117885,PENW_1|STAH_1|WABO
232,57.19234624014676,-2.134166610667655,PERS_P
233,53.41702846630644,-1.4480296022494092,PITS_3
234,55.86234369330349,-3.0601904691609945,POOB
235,53.993205517841496,-1.1938220183793355,POPP_3
236,55.91981875679485,-5.828821479600449,PORA_P
237,55.88096907402697,-4.229217323015964,PORD
238,51.50489727065147,-3.631186333294086,PYLE_1
239,57.06982913711304,-5.248445934284168,QUOI_P
240,53.463160667183416,-2.577855170172928,RAIN_1
240,53.42063414260714,-2.77651119934899,RAIN_1
241,56.619638633250176,-4.687772958825981,RANN_P
242,52.03711033604181,-3.3135008754317083,RASS_1
243,52.80671866512461,-1.100545633926694,RATS_1
244,55.73923555844214,-3.96183810370224,RAVE|WISH
245,51.713093588642735,0.7294142316345537,RAYL_1
246,51.56372755804647,0.0732324772350462,REBR_3
247,56.15295526005545,-3.1322714901050803,REDH
248,57.05661543821305,-2.164476879564778,REDM_P
249,53.68920363896892,-2.1703529938926733,ROCH_1
250,52.72086478859024,-1.89694402267154,RUGEB1
251,51.7740202562902,0.0516746010475004,RYEH_1
252,55.741787677679966,-4.778280352306255,SACO
253,54.62917547212708,-1.2078993807812235,SALH_1
254,53.69986714566077,-0.0663649057244544,SALT_1
255,55.84592009625554,-4.269427538837934,SANX
256,52.95383071983422,-1.077058700039875,SBAR
257,51.31898353214815,-2.678885381721858,SEAB1|SAFO_1
258,51.11553917893831,0.925164578181104,SELL_1
259,57.57671076492435,-1.8560288241550256,SFEG_P
260,56.36205100970298,-4.052377838223984,SFIL_P
261,53.36570541481059,-1.446425537653046,SHEC_3
262,57.88627804263569,-4.5055136795287485,SHIN_P
263,55.9740922408038,-3.186772220787207,SHRU
264,52.66457251151069,-2.828101971749989,SHRW_1
265,55.94335586261749,-3.290488197400432,SIGH
266,51.51064148475432,-0.1622337006142051,SJOW_1
267,53.75284818098862,-1.6079925552360683,SKLGB1
268,56.24262022672907,-4.682140587525168,SLOY_P
269,53.35025152777798,-2.2507141480484743,SMAN_1
270,55.915463169967424,-4.85065532133292,SPAV
271,54.64837204623935,-1.8628196867860023,SPEN_1
272,54.98447127059795,-1.4357705095008697,SSHI_3
273,53.424912000598944,-1.9679493184713983,STAL_1
274,53.15639109592004,-0.8433988434893025,STAY_1
275,54.973612683743504,-1.7115763364872605,STEN_1
276,55.02638273583033,-2.022336000342945,STES_1
277,55.76148587441022,-4.060965407764368,STHA
278,56.10211886383,-3.95430268721051,STIR
279,56.10723440034471,-4.458485981004526,STLE
279,55.972113328815,-4.541949575035702,STLE
280,51.94826003215601,-0.588791998422816,SUND_1
281,51.93390115841123,-4.103833546259879,SWAN_1
281,52.50007337612106,-3.93134009542433,SWAN_1
282,57.1019819355242,-3.087712073520917,TARL_P
283,51.0780292780722,-3.3949402305552154,TAUN1
284,56.4260027646258,-5.699875927265165,TAYN_P
285,55.97732687009469,-3.2587977756969457,TELR
286,53.41305093346341,-1.3347994553291616,TEMP_3
287,53.54669171383443,-1.1243185147687622,THOM_6
288,58.87657704161744,-3.124148528923723,THSO_P
289,53.40585901883456,-1.1994965451144957,THUR_6
290,51.53316759834034,0.4307206731528485,TILBB_1
291,51.62883574072178,-0.1007347528925121,TOTT_1
292,52.87172276662305,-3.905439887897443,TRAW_1
293,56.72626921792215,-3.9511218314765126,TUMB_P
294,55.02390769612794,-1.508432467575152,TYNE_1|TYNE_2
295,51.64823921356405,-3.357591754560714,UPPB_1|UPPB_3
296,51.86315905834341,-2.3036575971561613,WALH_1
297,52.66137562887857,0.4067405775272749,WALP_1
298,52.82828095576041,-0.1501916977695003,WALP_B
299,51.59832998545153,0.3010907960322155,WARL_1
300,51.6906124189162,-0.5494849974147957,WATFS_1
301,54.93643971416798,-1.4767694277848693,WBOL_6
302,53.229274335144765,-0.5261858943454089,WBUR_1
303,56.13026196129539,-3.3105648817101585,WFIE
304,55.86251777228308,-4.275797333877206,WGEO
305,53.54358955525888,-2.151274612810386,WHGA_1
306,55.91746615607922,-3.203140139928447,WHHO
307,53.43241149956883,-1.4085029008523986,WIBA_3
308,52.583540960553215,-2.055033560687616,WIEN_1
309,53.01663119895516,-1.595017240862427,WILL_1
311,57.16008087099281,-2.103590491148532,WIOW_P
312,53.50179839128132,-1.596034721872822,WMEL_1
313,57.15092751295872,-2.20592832387976,WOHI_P
314,51.47995431573906,0.308393563343216,WTHU31
315,51.28128461495207,-0.4509546057183126,WWEY_1
316,53.28951826165598,-4.381943940368632,WYLF_1
317,51.97231388471095,-0.1421743312081999,WYMOM_1
318,51.54007958431133,-0.2107339421907338,ACTL_C
319,50.94295136686015,-2.5106407776977915,AXMI_H
320,51.60237535544768,0.151766260017922,BARKR_A
321,51.532673503179154,0.0529010039966497,BARKR_C
322,51.51274736954085,0.1006255069687281,BARKW3
322,51.54297444377527,0.1528126320802386,BARKW3
323,51.2681070224882,0.9610054615494718,CANTN1
324,51.74581970515361,-1.2938600022171722,COWL_1
325,51.938720608806726,-1.1666015393142657,ECLA_H
326,51.54886298865138,-0.0329409318444972,HACK_1
327,51.58214160338018,-0.0389769145383285,HACK_6
328,55.08990865437656,-2.467314436654181,HARK_1|RRIG
328,54.64977539800569,-3.1223603752345443,HARK_1|RRIG
329,54.47641194096296,-2.6417630057043184,HUTT_1
330,51.55728459423262,-0.1264549333179466,ISLI_1
331,53.57711357097219,-2.4297622089106072,KEAR_1
332,53.53106538748179,-2.3633743141956582,KEAR_3
333,57.47424515967134,-1.8321972726477185,PEHS_P
334,51.29815195360522,1.3386118166387162,RICH_J|RICH1
335,58.182770804859146,-6.615150275300848,STOR_P
336,57.53068294028634,-2.1747878085365397,STRI_P
337,54.84122778851315,-4.054798567596902,TONG
338,51.51227094829607,0.0134917936693069,WHAM_1
339,51.48448577249682,-0.1182969119500739,WIMBN1
340,51.43244301508865,-0.1960990156186582,WIMBS1
341,51.55555597739949,-0.2849419901856265,WISD_1
341,51.521179439470686,-0.2318851309327799,WISD_1
342,51.50900196788579,-0.2355254219602917,WISD_6
